バス停名,緯度,経度,バス停ID
潮見(1),33.177726,130.045974,潮見(1)
郷の木(1),33.174466,130.048424,郷の木(1)
上野(2),33.168944,130.050795,上野(2)
楢崎(1),33.166354,130.057799,楢崎(1)
北志田(1),33.161717,130.06135,北志田(1)
西山(1),33.156988,130.062997,西山(1)
冬野入口(1),33.150758,130.064298,冬野入口(1)
志田原(1),33.148153,130.063147,志田原(1)
下久間(1),33.139926,130.063767,下久間(1)
牛間田新道(1),33.135884,130.063181,牛間田新道(1)
塩田下町(1),33.132145,130.061484,塩田下町(1)
宇宙科学館,33.177826,130.035676,宇宙科学館
貝瀬,33.07272,130.068384,貝瀬
土穴,33.064828,130.070434,土穴
本城入口,33.058138,130.0704,本城入口
本城,33.052594,130.071266,本城
尾崎,33.048567,130.069289,尾崎
高木眼科前(2),33.111475,130.091699,高木眼科前(2)
御神松(2),33.111907,130.088785,御神松(2)
ララベル,33.097637,130.101816,ララベル
行成,33.097343,130.098578,行成
どんとこい前(1),33.096992,130.093878,どんとこい前(1)
御神松(1),33.112016,130.08859,御神松(1)
高木眼科前(1),33.111494,130.092026,高木眼科前(1)
どんとこい前(2),33.096933,130.094044,どんとこい前(2)
柚木,33.388464,130.263445,柚木
池田口(1),33.420992,130.278456,池田口(1)
北山ダム東部入口(2),33.42491,130.27771,北山ダム東部入口(2)
三瀬支所,33.431905,130.278577,三瀬支所
詰の瀬三差路,33.425761,130.271514,詰の瀬三差路
中村,33.4227,130.26426,中村
寺の下,33.419901,130.259923,寺の下
北山湖,33.431336,130.254185,北山湖
薊佐古,33.432486,130.261726,薊佐古
松尾,33.43951,130.26306,松尾
上合瀬野菜集荷所,33.44768,130.267578,上合瀬野菜集荷所
宿（四差路）,33.452125,130.275905,宿（四差路）
宿（ロッジやまびこ前）,33.460041,130.274069,宿（ロッジやまびこ前）
山中公民館,33.450938,130.284356,山中公民館
山中,33.449688,130.286045,山中
谷公民館,33.447648,130.272627,谷公民館
今原三差路,33.442124,130.268825,今原三差路
釜頭,33.438633,130.271408,釜頭
弥栄,33.433598,130.272894,弥栄
三瀬農協前(1),33.42951,130.27803,三瀬農協前(1)
やまびこの湯,33.421747,130.276009,やまびこの湯
三瀬保健センター,33.420862,130.276115,三瀬保健センター
三瀬農協前(2),33.43023,130.27779,三瀬農協前(2)
三瀬校小学部,33.432975,130.276712,三瀬校小学部
池田(1),33.42225,130.28023,池田(1)
薙野(三瀬コミバス),33.414877,130.284913,薙野(三瀬コミバス)
唐川商店前,33.42056,130.286858,唐川商店前
平松公民館,33.420046,130.299977,平松公民館
井手野公民館,33.439254,130.310398,井手野公民館
中鶴公民館,33.434717,130.298575,中鶴公民館
土師神社前,33.437738,130.291092,土師神社前
小切,33.444494,130.297606,小切
延覚寺前,33.436187,130.2882,延覚寺前
広瀬神社前,33.432844,130.285754,広瀬神社前
広滝(1),33.3768,130.32664,広滝(1)
山神,33.37503,130.32996,山神
広滝公園入口,33.37318,130.33238,広滝公園入口
中の原下(1),33.37191,130.33322,中の原下(1)
眼鏡橋,33.36606,130.33688,眼鏡橋
岩屋（神埼）,33.3619,130.34778,岩屋（神埼）
一の橋,33.3641,130.35321,一の橋
脊振小原,33.36032,130.35718,脊振小原
仁比山神社前(1),33.35525,130.36415,仁比山神社前(1)
仁比山公園下,33.35291,130.36507,仁比山公園下
小渕(1),33.34848,130.36794,小渕(1)
飯町(1),33.34214,130.37006,飯町(1)
仁比山小学校前,33.33688,130.37158,仁比山小学校前
石井ヶ里,33.33067,130.3732,石井ヶ里
鶴,33.32366,130.37256,鶴
平ヶ里(1),33.32098,130.37201,平ヶ里(1)
神埼駅前(1),33.3156053,130.3744683,神埼駅前(1)
神埼駅通り(3),33.31279,130.37471,神埼駅通り(3)
神埼市役所前(1),33.31118,130.37274,神埼市役所前(1)
神埼協和町(1),33.30708,130.37013,神埼協和町(1)
横武(1),33.30074,130.36507,横武(1)
北山ダム東部入口(1),33.42444,130.27776,北山ダム東部入口(1)
池田口(2),33.41987,130.279566,池田口(2)
平ヶ里(2),33.321,130.37193,平ヶ里(2)
飯町(2),33.34189,130.37003,飯町(2)
小渕(2),33.34853,130.36765,小渕(2)
仁比山神社前(2),33.35552,130.36382,仁比山神社前(2)
中の原下(2),33.37186,130.33307,中の原下(2)
広滝(2),33.37703,130.32619,広滝(2)
下一番ヶ瀬,33.38977,130.32234,下一番ヶ瀬
上一番ヶ瀬,33.3945,130.31673,上一番ヶ瀬
服巻下,33.39544,130.31476,服巻下
服巻,33.39809,130.31175,服巻
頭野入口,33.39901,130.30991,頭野入口
鳥羽院入口,33.40195,130.29565,鳥羽院入口
大内峠,33.40705,130.29214,大内峠
薙野,33.41747,130.28816,薙野
唐川(2),33.4204,130.28671,唐川(2)
池田(2),33.4221,130.28012,池田(2)
横武(2),33.30069,130.36481,横武(2)
神埼協和町(2),33.3067,130.36986,神埼協和町(2)
神埼市役所前(2),33.31086,130.37199,神埼市役所前(2)
神埼駅通り(1),33.31367,130.375,神埼駅通り(1)
唐川(1),33.42094,130.28618,唐川(1)
堤の上,33.150469,130.042409,堤の上
堤の下,33.1446046,130.0455295,堤の下
中通り,33.1426089,130.0472972,中通り
牛坂,33.1386139,130.0519331,牛坂
給食センター前,33.1359536,130.0563404,給食センター前
樋口病院前,33.1328582,130.0620093,樋口病院前
エレナ,33.129744,130.061554,エレナ
佐賀銀行前,33.129083,130.059156,佐賀銀行前
嬉野市役所塩田庁舎,33.1280565,130.0592775,嬉野市役所塩田庁舎
五町田（乗合タクシー）,33.125139,130.062397,五町田（乗合タクシー）
JA塩田支所前,33.1225074,130.0638052,JA塩田支所前
うれしの特別支援学校前,33.1187178,130.0636411,うれしの特別支援学校前
学校下,33.1145225,130.0660339,学校下
石垣,33.1102323,130.0673007,石垣
鳥坂,33.107293,130.068045,鳥坂
塩田分岐,33.100638,130.066382,塩田分岐
谷口医院前,33.100696,130.064505,谷口医院前
大野,33.041632,130.043932,大野
上春日,33.042347,130.040848,上春日
春日,33.043412,130.0382121,春日
分校前,33.0458405,130.0394519,分校前
新道赤瀬,33.0533,130.038546,新道赤瀬
横竹ダム,33.057203,130.038546,横竹ダム
岩の下,33.065794,130.034003,岩の下
宮の上,33.0746156,130.0284922,宮の上
両岩,33.077127,130.025559,両岩
洗切,33.07781,130.022721,洗切
吉田公民館前(1),33.079878,130.020801,吉田公民館前(1)
上皿屋（乗合タクシー）,33.0830215,130.01608,上皿屋（乗合タクシー）
井手川内（乗合タクシー）,33.101181,129.999526,井手川内（乗合タクシー）
吉田公民館前(2),33.079514,130.021348,吉田公民館前(2)
平重,33.0238006,130.009922,平重
宇漬橋,33.033051,130.004831,宇漬橋
大野原,33.037679,130.001076,大野原
一位平,33.04107,130.000577,一位平
野仁田入口,33.0475528,130.0002462,野仁田入口
鹿谷,33.055629,129.998324,鹿谷
金松入口,33.062283,129.984704,金松入口
清水,33.0746962,129.9817403,清水
加杭,33.080791,129.978256,加杭
熊野神社前,33.084112,129.980611,熊野神社前
下岩屋一区,33.0875854,129.9817339,下岩屋一区
下岩屋公民館,33.090013,129.984119,下岩屋公民館
曙橋,33.0938,129.98297,曙橋
エスプラッツ前（臨）,33.254694,130.302298,エスプラッツ前（臨）
佐賀市歴史民俗館・呉服元町（臨）,33.253604,130.305655,佐賀市歴史民俗館・呉服元町（臨）
大隈重信記念館入口（臨）,33.24826,130.30678,大隈重信記念館入口（臨）
佐賀城本丸歴史館（臨）,33.24658,130.3026,佐賀城本丸歴史館（臨）
徴古館前（臨）,33.250981,130.30148,徴古館前（臨）
バルーンミュージアム前（臨）,33.252437,130.300021,バルーンミュージアム前（臨）
玉屋前・中の小路（臨）,33.253916,130.299836,玉屋前・中の小路（臨）
唐人町（臨）,33.258948,130.299001,唐人町（臨）
佐賀学園北,33.267625,130.30031,佐賀学園北
夢咲公園,33.268405,130.30357,夢咲公園
ほほえみ館前,33.26878,130.30516,ほほえみ館前
夢咲コスモスタウン南,33.26925,130.3079,夢咲コスモスタウン南
夢咲コスモスタウン,33.27116,130.30861,夢咲コスモスタウン
夢咲コスモスタウン北,33.273375,130.30806,夢咲コスモスタウン北
佐賀清和学園前,33.270465,130.31057,佐賀清和学園前
ぽかぽか温泉前,33.2727,130.310715,ぽかぽか温泉前
堀江通,33.26394,130.2932925,堀江通
どんどんどんの森前,33.259115,130.29129,どんどんどんの森前
多布施,33.258935,130.289745,多布施
多布施橋,33.258555,130.28629,多布施橋
佐賀工業高校前,33.25793,130.28418,佐賀工業高校前
北高前,33.256535,130.278575,北高前
新栄小前,33.25629,130.27585,新栄小前
新栄小西,33.256085,130.27055,新栄小西
鍋島駅南,33.255825,130.265395,鍋島駅南
江頭西,33.264005,130.262705,江頭西
市営江頭団地前,33.2650488,130.2615934,市営江頭団地前
クレオパーク鍋島北,33.26663,130.25948,クレオパーク鍋島北
佐嘉神社前,33.2510705,130.3027565,佐嘉神社前
佐賀女子短大・高校前,33.24626,130.28627,佐賀女子短大・高校前
旭学園通り南,33.244215,130.28669,旭学園通り南
佐賀大学西,33.244515,130.288595,佐賀大学西
与賀町,33.24861,130.292725,与賀町
県警本部前,33.250695,130.298559,県警本部前
藤木,33.27011,130.30088,藤木
致遠館前,33.272025,130.300385,致遠館前
佐賀北警察署前,33.2739195,130.2998846,佐賀北警察署前
市文化会館東,33.2783,130.298715,市文化会館東
東高木,33.28245,130.2984,東高木
寄人,33.285765,130.297935,寄人
城北団地,33.28799,130.29789,城北団地
グラスコート佐賀,33.300145,130.29728,グラスコート佐賀
金立ケアセンター前,33.29765,130.297385,金立ケアセンター前
健康運動センター,33.29781,130.293355,健康運動センター
道祖元町,33.247485,130.28502,道祖元町
市役所南,33.2626415,130.3016215,市役所南
戸上電機前,33.261899,130.303619,戸上電機前
大財町,33.2579785,130.304659,大財町
サンテ溝上病院前,33.256954,130.303904,サンテ溝上病院前
エスプラッツ前,33.2546538,130.3023883,エスプラッツ前
片田江,33.2513793,130.3060607,片田江
材木橋,33.251906,130.3092565,材木橋
東佐賀,33.25191,130.31298,東佐賀
東田代,33.248615,130.31365,東田代
今宿町,33.24779,130.315645,今宿町
枝吉,33.24767,130.31901,枝吉
牛島下,33.249945,130.321955,牛島下
高尾,33.253245,130.32297,高尾
老人センター前,33.25393,130.325545,老人センター前
巨勢公民館前,33.254875,130.3282,巨勢公民館前
大財五丁目,33.26172,130.308325,大財五丁目
大財六丁目,33.26234,130.311265,大財六丁目
下村河畔,33.263205,130.315505,下村河畔
佐賀中部病院前,33.26376,130.31912,佐賀中部病院前
修理田,33.2635875,130.3230275,修理田
中牟田,33.26653,130.327725,中牟田
瓦町南,33.269525,130.330965,瓦町南
瓦町,33.271915,130.33358,瓦町
堀立,33.275025,130.33711,堀立
堀立東,33.277445,130.338515,堀立東
外野,33.28102,130.33696,外野
伊賀屋橋,33.28399,130.33578,伊賀屋橋
中野吉,33.29118,130.33501,中野吉
和泉野橋,33.29678,130.33365,和泉野橋
折地,33.30185,130.331575,折地
下和泉,33.304315,130.330055,下和泉
上揚,33.30836,130.32828,上揚
久保泉工業団地東,33.310475,130.327255,久保泉工業団地東
上和泉,33.316735,130.32641,上和泉
久保泉小学校前,33.321565,130.326625,久保泉小学校前
川久保,33.32479,130.326925,川久保
川久保交差点北,33.32626,130.327085,川久保交差点北
川久保中,33.328362,130.327396,川久保中
上分公民館前,33.33195,130.32761,上分公民館前
勝宿神社,33.33578,130.32718,勝宿神社
神野公民館前,33.263735,130.289715,神野公民館前
昭和橋,33.26294,130.28426,昭和橋
八戸溝郵便局前,33.264815,130.27806,八戸溝郵便局前
ＪＡ佐賀市せいぶ支所前,33.271845,130.27546,ＪＡ佐賀市せいぶ支所前
鍋島小学校前,33.273525,130.27084,鍋島小学校前
鍋島一丁目,33.27565,130.270625,鍋島一丁目
津留,33.27916,130.26992,津留
鍋島シェスト前,33.280095,130.268605,鍋島シェスト前
鍋島西団地,33.279849,130.265015,鍋島西団地
医学部西,33.28316,130.263215,医学部西
鍋島本村,33.28825,130.26413,鍋島本村
鍋島六丁目,33.288365,130.26587,鍋島六丁目
水ヶ江大通り,33.24954,130.30637,水ヶ江大通り
大隈重信記念館入口,33.24835,130.30672,大隈重信記念館入口
竜校前,33.245995,130.308005,竜校前
横小路,33.24389,130.308435,横小路
大崎,33.2412825,130.310025,大崎
自動車学校前,33.240065,130.314665,自動車学校前
南佐賀,33.23891,130.317185,南佐賀
東高校前,33.23743,130.32052,東高校前
袋入口,33.23756,130.301805,袋入口
東与賀イオン前,33.22166,130.3063,東与賀イオン前
小々森北,33.197315,130.303555,小々森北
佐賀駐屯地,33.156228,130.2994445,佐賀駐屯地
佐賀中部病院西,33.264135,130.31708,佐賀中部病院西
東中野,33.26644,130.315895,東中野
兵庫小学校西,33.2715285,130.3176955,兵庫小学校西
下渕南,33.2736,130.31734,下渕南
下渕,33.27771,130.31651,下渕
妙常寺前,33.28048,130.31544,妙常寺前
うえむら病院前,33.28223,130.31462,うえむら病院前
兵庫団地前,33.284365,130.314765,兵庫団地前
初町,33.28874,130.31458,初町
東渕,33.29063,130.31419,東渕
渕頭,33.29187,130.31374,渕頭
かささぎの里前,33.30114,130.31323,かささぎの里前
徳永,33.302845,130.314115,徳永
きりんむら,33.3048255,130.3153683,きりんむら
白鬚神社前,33.303745,130.31861,白鬚神社前
村徳永,33.30796,130.31915,村徳永
工業団地事務所前,33.311525,130.318675,工業団地事務所前
久保泉工業団地西,33.31254,130.319655,久保泉工業団地西
九電工前,33.26688,130.29544,九電工前
電通通り,33.26621,130.291015,電通通り
真生幼稚園前,33.266045,130.287635,真生幼稚園前
神野西四丁目,33.268345,130.287015,神野西四丁目
常盤団地入口,33.268935,130.2814545,常盤団地入口
鍋島東団地,33.268725,130.28012,鍋島東団地
開成三丁目,33.269775,130.27794,開成三丁目
アルタ開成店東,33.27164,130.27761,アルタ開成店東
卸センター前,33.272745,130.2774499,卸センター前
普門寺,33.2456805,130.273689,普門寺
高橋,33.2452305,130.2715275,高橋
扇町東,33.244497,130.267219,扇町東
嘉瀬元町,33.242904,130.257718,嘉瀬元町
十五南,33.23017,130.257645,十五南
新町中央,33.222015,130.25747,新町中央
本庄江橋,33.2194925,130.257525,本庄江橋
久保田橋,33.219905,130.24878,久保田橋
久富,33.22007,130.24657,久富
くぼた特産物直売所前,33.219915,130.2439,くぼた特産物直売所前
元小路,33.24179,130.237595,元小路
中副,33.23916,130.23797,中副
思斉館前,33.233765,130.23939,思斉館前
久保田支所前,33.232,130.239804,久保田支所前
横江,33.22612,130.24089,横江
久富西,33.220365,130.24169,久富西
医療センター好生館,33.241555,130.267985,医療センター好生館
末次,33.2343,130.30161,末次
末次南,33.23098,130.301835,末次南
満穴,33.22713,130.302088,満穴
中島,33.2246188,130.3024483,中島
立野北,33.22261,130.30214,立野北
立野,33.22041,130.30194,立野
西船津,33.21111,130.30115,西船津
佐房,33.20796,130.29932,佐房
新村,33.20406,130.29813,新村
久町,33.19907,130.29802,久町
小々森,33.196945,130.304965,小々森
南部消防署前,33.19746,130.31117,南部消防署前
小々森入口,33.196595,130.314775,小々森入口
鹿江団地東,33.193645,130.315225,鹿江団地東
咾分,33.19178,130.316285,咾分
川副支所前,33.19154,130.31921,川副支所前
平田分,33.189325,130.32321,平田分
森林公園東,33.242417,130.251808,森林公園東
森林公園前,33.24274,130.249543,森林公園前
嘉瀬橋,33.247437,130.2406275,嘉瀬橋
千々岩,33.235745,130.32437,千々岩
光法西,33.23402,130.32817,光法西
光法,33.23236,130.33194,光法
